…」,12,214
、「,5,34,4,79,14,142,9,145,13,142,5,55
、あ,12,219,1,193
、う,1,153,1,188,0,11,1,127
、お,6,200
、か,14,112,13,112
、こ,0,90,10,203,12,236,3,96
、し,8,51
、じ,13,146,14,146
、そ,14,57,2,102,13,57,7,133,2,74
、ち,1,216
、と,4,39,7,205
、な,6,80,7,247
、も,1,48
、タ,12,93
、与,11,84
、今,7,41,2,46
、伯,11,124,11,47,11,89
、何,12,222
、出,13,4,6,38,14,4
、判,9,42
、医,10,106
、取,14,29,13,29
、向,3,87
、大,3,121
、寺,9,187
、小,9,112,7,144
、床,6,171
、弁,14,149,13,149
、当,6,90
、忌,10,228
、怒,12,165
、性,12,18
、怨,7,51
、感,13,88,14,88
、旦,8,17
、明,10,14,2,149
、木,7,181
、松,6,146,6,8
、梅,6,17,6,193
、病,9,11
、知,7,14
、竹,6,13
、義,13,70,14,70
、色,11,20
、葬,10,139
、蛇,6,84
、表,8,149
、親,10,24,10,88,10,166
、誰,9,79
、買,11,195
、赤,4,69
、近,1,85,10,5
、酒,1,116
、長,12,36
、隠,6,185
、6,7,93
、9,7,79
。「,3,63,9,25,10,184,11,143,2,127
。」,1,231,5,117,2,164,4,108,4,130,2,143
。あ,2,111,12,31
。お,7,218,1,141,7,193
。こ,12,200,12,108
。さ,0,42,13,97,14,97
。そ,0,146,12,81,7,152,8,110,11,37,1,101,4,57,0,116
。だ,12,256
。つ,1,68
。と,10,57
。ど,2,59,4,121
。や,2,90,0,76
。一,8,70
。与,10,83
。乗,2,39
。使,11,101
。初,3,46
。医,9,165,10,112,9,91
。口,11,74
。家,1,18
。小,5,24,9,63
。心,8,34
。旦,8,82
。最,2,21
。松,6,74
。梅,6,162
。次,9,134
。毎,7,116
。無,5,78
。町,10,153
。菜,14,19,13,19
。見,7,105,7,69
。通,1,176
。隠,6,53,7,26
。3,6,21
。4,4,17
々な,11,22
々の,9,171
「あ,1,206,12,216,12,162
「い,5,56,11,191
「お,12,118,9,103,1,185,7,225
「こ,2,128,4,80,12,63
「さ,9,202
「じ,13,67,14,67
「そ,14,118,13,118,3,106,0,188,0,176,11,162,12,244
「て,9,26,9,146
「で,10,222,10,185
「ど,9,217,9,207
「な,6,76,2,145
「は,3,84
「よ,5,35
「ん,13,143,14,143
「ア,5,88
「タ,12,178
「ホ,12,150
「一,4,110
「与,10,199
「亡,6,130
「今,7,267,8,130
「何,6,103,11,144
「勝,3,64,3,28
「嫌,12,137
「御,9,124
「心,6,188
「成,3,15
「我,9,169
「有,9,52
「生,4,95
「表,8,86
「道,11,179
「長,6,114
「雲,0,156
「鞍,14,43,13,43
」。,11,208
」「,12,177,12,215,14,66,9,206,10,221,12,149,12,136,11,161,13,66,0,187,2,144,10,198,9,201,1,205,3,83,11,178,0,175,11,190,3,105,4,94,9,216,12,161,12,243,4,109
」す,7,261
」と,14,129,14,78,9,37,5,52,9,58,5,75,9,156,6,138,13,129,9,107,8,119,3,41,6,122,3,24,9,129,12,70,13,78
」梅,6,112
」竹,6,101
ぁに,2,147
ぁん,6,11
あ、,12,164,12,218,12,221
ああ,12,163,12,217,12,220
あそ,1,194,1,207
あた,2,4
あっ,7,242
あり,7,39,11,45
ある,10,240,0,182,12,32
あわ,2,112
い、,1,187,8,16,6,192,6,145,3,86
い。,5,116,0,75,2,142,7,192,11,100,12,30,2,38,11,142
い」,5,51,10,197,12,135,12,160
いい,11,192,6,35,7,113,12,29,2,71,8,15
