滑稽噺,人情噺,怪談噺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
古典,新作,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小噺,普通,大ネタ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
若い男,若い女,中年の男,年配の女,おじいさん,おばあさん,子供,与太郎,隠居,甚兵衛,大家,定吉,番頭,旦那,若旦那,幇間（たいこ持ち）,花魁（遊女）,牛太郎（若い衆）,武士,殿様,奉行,粗忽者,吝嗇（ケチ）,酔っ払い,田舎者,泥棒,職人（大工・植木屋など）,芸人（落語家・講釈師）,医者,名工（左甚五郎など）,坊主,やくざ者,その他商売人,歴史上の人物,動物（生き物）,幽霊・妖怪
その他,長屋,商家,武家,廓,寺,旅（宿屋）,田舎,夢の中,,,,,,,,,,,,,,,,,,,,,,,,
除外する,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
